/bot12,1742375195.946763,1.000000
/bot11,1742375195.956725,1.000000
/bot12,1742375196.046691,1.000000
/bot11,1742375196.056622,1.000000
/bot26,1742375196.074633,1.000000
/bot23,1742375196.109136,1.000000
/bot12,1742375196.146713,1.000000
/bot11,1742375196.156773,1.000000
/bot26,1742375196.174694,1.000000
/bot23,1742375196.208971,1.000000
/bot38,1742375196.210490,1.000000
/bot6,1742375196.223630,1.000000
/bot12,1742375196.246680,1.000000
/bot11,1742375196.256780,1.000000
/bot26,1742375196.274718,1.000000
/bot41,1742375196.303947,1.000000
/bot23,1742375196.308999,1.000000
/bot38,1742375196.311230,1.000000
/bot17,1742375196.316407,1.000000
/bot6,1742375196.323800,1.000000
/bot10,1742375196.343729,1.000000
/bot12,1742375196.346700,1.000000
/bot11,1742375196.356611,1.000000
/bot2,1742375196.361997,2.000000
/bot26,1742375196.374734,1.000000
/bot0,1742375196.387387,2.000000
/bot41,1742375196.405682,1.000000
/bot23,1742375196.408909,1.000000
/bot38,1742375196.410445,1.000000
/bot17,1742375196.416580,1.000000
/bot6,1742375196.423702,1.000000
/bot1,1742375196.428584,1.000000
/bot10,1742375196.443714,1.000000
/bot12,1742375196.446673,1.000000
/bot11,1742375196.456717,1.000000
/bot2,1742375196.462026,1.000000
/bot26,1742375196.474705,1.000000
/bot0,1742375196.486471,2.000000
/bot41,1742375196.505570,1.000000
/bot23,1742375196.509389,1.000000
/bot38,1742375196.510489,1.000000
/bot17,1742375196.516434,1.000000
/bot6,1742375196.523645,1.000000
/bot1,1742375196.528273,1.000000
/bot10,1742375196.543886,1.000000
/bot12,1742375196.546693,1.000000
/bot11,1742375196.556619,1.000000
/bot2,1742375196.562099,1.000000
/bot26,1742375196.574823,1.000000
/bot0,1742375196.586312,2.000000
/bot41,1742375196.603932,1.000000
/bot23,1742375196.608952,1.000000
/bot38,1742375196.610749,1.000000
/bot17,1742375196.616442,1.000000
/bot6,1742375196.623592,1.000000
/bot4,1742375196.623951,1.000000
/bot1,1742375196.628220,1.000000
/bot14,1742375196.638566,1.000000
/bot10,1742375196.643695,1.000000
/bot12,1742375196.646956,1.000000
/bot11,1742375196.656654,1.000000
/bot2,1742375196.662063,1.000000
/bot26,1742375196.674604,1.000000
/bot0,1742375196.686696,2.000000
/bot41,1742375196.705481,1.000000
/bot23,1742375196.708978,1.000000
/bot38,1742375196.710671,1.000000
